"id","population","generation","mid","fid","gv1","pv1","gv2","pv2","gv","pv","generationPlotShift"
"1581","AB",13,"1449","1440",0.237540617225974,0.917015557682984,2.9138492381355,4.76693545973689,-0.015288960615702,0.128248505769581,13
"1582","AB",13,"1449","1349",5.98606086392967,5.24764841891867,-0.362872116428761,-0.451463875830884,0.111890852551816,0.0617115104716809,13
"1583","AB",13,"1449","1334",4.29197370907335,3.76917082782234,-0.482890923757236,-1.56878960338313,0.00783088068070242,-0.0834390554284773,13
"1584","AB",13,"1449","1382",-0.0619234872485122,-1.95654799929716,2.63045559828731,3.04343119873428,-0.049762096216907,-0.127915899550541,13
"1585","AB",13,"1449","1358",-2.42837122892464,-4.26163961074165,5.61772418839985,4.89546982477674,-0.00164201677855119,-0.146098127877115,13
"1586","AB",13,"1406","1440",1.67874853278117,0.960554405936168,3.58330003359687,4.81737307224202,0.108031196062041,0.133538313572698,13
"1587","AB",13,"1406","1349",4.22008692908844,4.01066960786302,0.709295020945486,0.683906530696851,0.0768400452302399,0.0601490124115725,13
"1588","AB",13,"1406","1334",3.38544003378387,3.31428206275854,2.07398413213506,-0.17738197202751,0.112889347595809,-0.0276187668174541,13
"1589","AB",13,"1406","1382",-0.240010031361416,-0.641678575144058,5.11946444396913,6.66916233548165,0.0927146356509402,0.153586771068293,13
"1590","AB",13,"1406","1358",-2.25769057207142,-3.38691243752997,6.78278664897924,6.60480704967296,0.0795496754670308,0.000481858119268183,13
"1591","AB",13,"1440","1349",3.94129724917049,4.37596808877603,0.747941952989919,-0.813435907418746,0.0632966192228527,-0.00668059694763066,13
"1592","AB",13,"1440","1334",3.40178067042778,3.07954795893892,1.10261646266774,1.02524103514666,0.0542515684629364,0.0292489664405885,13
"1593","AB",13,"1440","1382",1.01022052646603,0.501182758548996,3.18291724569689,4.3291071079629,0.045317114934277,0.0802681168648485,13
"1594","AB",13,"1440","1358",-2.21799031689525,-2.82010619719588,6.63392135528968,4.15556658639088,0.0726864156440652,-0.110504681168526,13
"1595","AB",13,"1349","1334",7.07716913935864,7.36665911093656,-2.15255570160352,-1.19463857650963,0.0644171452210161,0.1339795490108,13
"1596","AB",13,"1349","1382",3.43990408615711,3.74229411662957,1.49117098431776,1.84812805568246,0.0802563415841743,0.112962473244576,13
"1597","AB",13,"1349","1358",1.4663469072566,1.14921237627535,2.47289466395729,3.3411046581567,0.0278099669554821,0.058317380547102,13
"1598","AB",13,"1334","1382",1.78236681070269,1.5258147863768,2.27078639795532,1.50738000326806,0.0334540189763081,-0.0273760784577629,13
"1599","AB",13,"1334","1358",1.57920960745187,3.02044577842897,3.01832546060161,3.85870295941901,0.0677015715325044,0.190110725484859,13
"1600","AB",13,"1382","1358",-3.13283011884247,-1.95358829608148,7.71084129372135,6.91139946816096,0.0865103956370283,0.0962281970672389,13
"1601","A",14,"1495","1478",7.36876342852865,7.30657029166945,-2.66169707427795,-0.395641972533123,0.0498377214907709,0.176977517421235,13.75
"1602","A",14,"1475","1479",8.37394364323446,8.31990975982896,-2.71123428084702,-4.11656496734555,0.104176151402863,0.0166489742069908,13.75
"1603","A",14,"1482","1479",8.5490526444387,9.33558174727799,-3.11775761713035,-3.02383302622525,0.0892408663172282,0.135192427086087,13.75
"1604","A",14,"1455","1452",6.55113258491881,7.99088645568168,-2.4496655039638,-4.30217934338796,0.0161699368178973,-0.0120027960306812,13.75
"1605","A",14,"1452","1469",6.37403646091555,9.4577056629849,-2.57936022076006,-5.16805098774208,-0.00189254463668103,0.0176720714678199,13.75
"1606","A",14,"1495","1475",7.52725867770395,9.50655424747621,-3.72136963833082,-4.61093634915307,-0.00610119986391111,0.0525910279827371,13.75
"1607","A",14,"1495","1482",8.1003038045619,7.45951503534244,-3.11339404424311,-2.94895472183299,0.0638935797961007,0.0374447201621022,13.75
"1608","A",14,"1495","1455",6.83131805503864,8.14319814570491,-3.04232933838353,-5.76444037058296,-0.0041828446701601,-0.0883903360196767,13.75
"1609","A",14,"1495","1452",7.92743609836308,7.35263230134135,-3.44277429343879,-2.22424247309334,0.0338264579873012,0.0735948635281602,13.75
"1610","A",14,"1495","1469",6.81506337486509,5.87447470239587,-1.83879527685361,-1.6772849748431,0.0686977774804378,0.0248356206695831,13.75
"1611","A",14,"1495","1494",7.91358651116058,7.84422805226866,-3.10720488482937,-3.55678924265973,0.0536151888087232,0.0231804023595535,13.75
"1612","A",14,"1495","1464",7.51477112825702,7.67792680754735,-3.34445170136109,-3.27544450933299,0.0163010347307351,0.03042321320172,13.75
"1613","A",14,"1495","1479",7.91657026815304,5.26131635867428,-3.1295110983236,-0.700621921156802,0.0524175431910235,0.0480271991890602,13.75
"1614","A",14,"1495","1478",7.14235899144361,6.17249569207353,-3.01943006034828,-3.80199737837638,0.0149759144808051,-0.0819840161528257,13.75
"1615","A",14,"1475","1482",8.06968646342951,8.97467267357553,-3.12658107515971,-6.15930281961595,0.0613372075869532,-0.0660121078891208,13.75
"1616","A",14,"1475","1455",7.55583940009738,6.31360298182969,-2.89793492412795,0.19039387461205,0.0460285205936211,0.156882180572364,13.75
"1617","A",14,"1475","1452",6.6160376806243,5.01974186270749,-3.13277100050151,-3.40091818294289,-0.0220176592923613,-0.121484239781705,13.75
"1618","A",14,"1475","1469",7.26424083617709,7.35427163635318,-2.93376861619973,-2.99936902072368,0.027186323813804,0.0287986906079111,13.75
"1619","A",14,"1475","1494",7.05254284452839,7.23521180995193,-2.75574661601936,-1.4930662132142,0.026019912691294,0.109545921230999,13.75
"1620","A",14,"1475","1464",7.49366397011778,6.80442610844395,-2.48285617102568,-1.99589616043221,0.0679348038987114,0.0569878322243799,13.75
"1621","A",14,"1475","1479",6.88516250673407,6.23117976686852,-2.46775155816463,-2.70482737678844,0.034127438676499,-0.0152568033684167,13.75
"1622","A",14,"1475","1478",6.51015194415997,5.3992096766285,-2.71345060433783,-4.30927414197895,-0.00234626516277669,-0.153436310682767,13.75
"1623","A",14,"1482","1455",7.45004547282155,9.9298437540354,-3.3315478736591,-2.23923793704565,0.0133977960304158,0.212962082202598,13.75
"1624","A",14,"1482","1452",7.35778436210821,7.50407957278135,-2.93579289521704,-1.69219832632839,0.0324017100626223,0.112644831404132,13.75
"1625","A",14,"1482","1469",7.65312496314582,7.35694329638542,-2.19856210690768,-2.14415761609869,0.0944716865202942,0.0784669270772431,13.75
